AGENCY,AWARDIDIDV,BUREAU,CONTRACT_NUMBER,DATASOURCE,DATE,DESCR,FROM_ZIP_CODE,LONGDESCR,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,PRICE,PSC,TO_ZIP_CODE,UNIT_OF_ISSUE,UNITS,VENDOR,EXTENDED_PRICE,PRODUCT_DESCRIPTION,QUANTITY,UNSPSC_CODE,ORDERING_PROCESS,PSC_DESCRIPTION,DUNS_NUMBER
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"7530011167867: Self-Stick Note Pads Yellow,3 - DZ","OTHER, UNDEFINED","7530011167867: Self-Stick Note Pads Yellow,3 - DZ",AbilityOne,7.53001E+12,11.78,7510,"OTHER, UNDEFINED",DZ,1,DOCUMENT IMAGING DIMENSIONS INC.,11.78,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"7530012733755: Self-Stick Note Pads Yellow,4 - DZ","OTHER, UNDEFINED","7530012733755: Self-Stick Note Pads Yellow,4 - DZ",AbilityOne,7.53001E+12,25,7510,"OTHER, UNDEFINED",DZ,1,DOCUMENT IMAGING DIMENSIONS INC.,25,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"MMM144: TAPE,CELLO,TRANS,1/2X450 - RL","OTHER, UNDEFINED","MMM144: TAPE,CELLO,TRANS,1/2X450 - RL",3M/COMMERCIAL TAPE DIV.,MMM144,0.86,7510,"OTHER, UNDEFINED",RL,2,DOCUMENT IMAGING DIMENSIONS INC.,1.72,OFFICE SUPPLIES,2,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"MMM600818: GLUE,STICK,18/PK .28OZ,WE - PK","OTHER, UNDEFINED","MMM600818: GLUE,STICK,18/PK .28OZ,WE - PK",3M CORPORATION,MMM600818,11.49,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,11.49,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"MMMR33012SSCY: NOTE,3X3 POP UP SS,CA - PK","OTHER, UNDEFINED","MMMR33012SSCY: NOTE,3X3 POP UP SS,CA - PK",3M/COMMERCIAL TAPE DIV.,MMMR33012SSCY,13.99,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,13.99,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,213,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/15/2013,"UNV72220: CLIP,JUMBO,SMOOTH,1M/PK - PK","OTHER, UNDEFINED","UNV72220: CLIP,JUMBO,SMOOTH,1M/PK - PK",UNIVERSAL OFFICE PRODUCTS,UNV72220,5.34,7510,"OTHER, UNDEFINED",PK,2,DOCUMENT IMAGING DIMENSIONS INC.,10.68,OFFICE SUPPLIES,2,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,23551214,,GS-02F-XA001,OS2,2/6/2013,"MFG Part#:7530015144905 NIB-NISH / JWOD - LABELS,LASER,2 1/32X3 7/10 - MFG Part: 5144905 NSN# 7530-01-514-4905","OTHER, UNDEFINED","MFG Part#:7530015144905 NIB-NISH / JWOD - LABELS,LASER,2 1/32X3 7/10 - MFG Part: 5144905 NSN# 7530-01-514-4905",NIBNISH,7.53002E+12,28.26,7530,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",28.26,STATIONERY AND RECORD FORMS,1,55121606,VENDOR PORTAL,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,4DIANNA3971214,,GS-02F-XA001,OS2,2/15/2013,"MFG Part#:7530013025504 NIB - JWOD - LABEL,LASER,1-1/3X4,10/SHT - MFG Part: 753013025504 NSN# 7530-01-302-5504","OTHER, UNDEFINED","MFG Part#:7530013025504 NIB - JWOD - LABEL,LASER,1-1/3X4,10/SHT - MFG Part: 753013025504 NSN# 7530-01-302-5504",NIB - JWOD,7.53001E+12,26.11,7530,"OTHER, UNDEFINED",BX,13,"CAPITOL SUPPLY, INC.",339.43,STATIONERY AND RECORD FORMS,13,55121606,VENDOR PORTAL,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,4DIANNA3971214,,GS-02F-XA001,OS2,2/15/2013,"MFG Part#:AVE8662 AVERY-DENNISON - InkJet Mailing Labels, 1-1/3in. x4in. , 350/PK, Clear - MFG Part: 8662","OTHER, UNDEFINED","MFG Part#:AVE8662 AVERY-DENNISON - InkJet Mailing Labels, 1-1/3in. x4in. , 350/PK, Clear - MFG Part: 8662",AVERY,8662,20.44,7510,"OTHER, UNDEFINED",PK,10,"CAPITOL SUPPLY, INC.",204.4,OFFICE SUPPLIES,10,55121606,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,55000913,FOREST SERVICE,GS-02F-XA001,OS2,2/13/2013,"MFG Part#:LLR48497 LORELL - 48497 - Lorell Commercial Grade Vertical File Cabinet - 15.0in.  x 26.5in.  x 61.0in.  - Steel - 5 x File Drawer(s) - Letter - Ball-bearing Suspension, Heavy Duty, Security","OTHER, UNDEFINED","MFG Part#:LLR48497 LORELL - 48497 - Lorell Commercial Grade Vertical File Cabinet - 15.0in.  x 26.5in.  x 61.0in.  - Steel - 5 x File Drawer(s) - Letter - Ball-bearing Suspension, Heavy Duty, Security",Lorell,48497,306.02,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",306.02,OFFICE SUPPLIES,1,56101702,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,635-Q3E424X1309330,,GS-02F-XA001,OS2,2/15/2013,MFG Part#:7510015453742 UNICOR - 166113 - AbilityOne NSN No. 7510015453742 2013 UNICOR WALL CALENDAR - MFG Part: 166113 NSN# 7510-01-545-3742,"OTHER, UNDEFINED",MFG Part#:7510015453742 UNICOR - 166113 - AbilityOne NSN No. 7510015453742 2013 UNICOR WALL CALENDAR - MFG Part: 166113 NSN# 7510-01-545-3742,Unicor,166113,5.7,7510,"OTHER, UNDEFINED",PK,9,"CAPITOL SUPPLY, INC.",51.3,OFFICE SUPPLIES,9,44121500,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,65261014,FOREST SERVICE,GS-02F-XA001,OS2,2/14/2013,MFG Part#:HEWC9730A HEWLETT PACKARD - INK SAP - C9730A - HP Black Toner Cartridge - Laser - 13000 Page - Black - 1 - MFG Part: C9730A,"OTHER, UNDEFINED",MFG Part#:HEWC9730A HEWLETT PACKARD - INK SAP - C9730A - HP Black Toner Cartridge - Laser - 13000 Page - Black - 1 - MFG Part: C9730A,HEWLETT PACKARD - INK SAP,C9730A,211.2,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",211.2,OFFICE SUPPLIES,1,44103103,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,65261014,FOREST SERVICE,GS-02F-XA001,OS2,2/14/2013,"MFG Part#:HEWC9731A HEWLETT PACKARD SUPPLIES - TONER,LJ PRINT,CYN - MFG Part: C9731A","OTHER, UNDEFINED","MFG Part#:HEWC9731A HEWLETT PACKARD SUPPLIES - TONER,LJ PRINT,CYN - MFG Part: C9731A",HEWLETT PACKARD SUPPLIES,C9731A,272.15,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",272.15,OFFICE SUPPLIES,1,44103103,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,65261014,FOREST SERVICE,GS-02F-XA001,OS2,2/14/2013,MFG Part#:HEWC9733A HEWLETT PACKARD PCDO - C9733A - HP Magenta Toner Cartridge - Laser - 12000 Page - Magenta - 1 - MFG Part: C9733A,"OTHER, UNDEFINED",MFG Part#:HEWC9733A HEWLETT PACKARD PCDO - C9733A - HP Magenta Toner Cartridge - Laser - 12000 Page - Magenta - 1 - MFG Part: C9733A,HEWLETT-PACKARD,C9733A,265.71,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",265.71,OFFICE SUPPLIES,1,44103103,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,65261014,FOREST SERVICE,GS-02F-XA001,OS2,2/14/2013,MFG Part#:HEWCC531AG HEWLETT PACKARD - CC531AG - Cy Print Ctg 2.8 K Yld - MFG Part: CC531AG,"OTHER, UNDEFINED",MFG Part#:HEWCC531AG HEWLETT PACKARD - CC531AG - Cy Print Ctg 2.8 K Yld - MFG Part: CC531AG,HEWLETT-PACKARD,CC531AG,93.39,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",93.39,OFFICE SUPPLIES,1,44103103,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,65261014,FOREST SERVICE,GS-02F-XA001,OS2,2/14/2013,MFG Part#:HEWCC532AG HEWLETT PACKARD - CC532AG - HP Yw Pnt Ctg 2.8 K Yld - MFG Part: CC532AG,"OTHER, UNDEFINED",MFG Part#:HEWCC532AG HEWLETT PACKARD - CC532AG - HP Yw Pnt Ctg 2.8 K Yld - MFG Part: CC532AG,HEWLETT-PACKARD,CC532AG,93.39,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",93.39,OFFICE SUPPLIES,1,44103103,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,81791215,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/7/2013,"Trodat Professional 5-in-1 Date Stamp, Self-Inking, 1 1/8w x 2d, Blue/Red","OTHER, UNDEFINED","Trodat Professional 5-in-1 Date Stamp, Self-Inking, 1 1/8w x 2d, Blue/Red",USSTMP,T5444,25.72,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",25.72,OFFICE SUPPLIES,1,44121604,VENDOR PORTAL,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,A-3-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,1/24/2013,S1OM05041: OMX INK HP 940XL BLACK - EA,"OTHER, UNDEFINED",S1OM05041: OMX INK HP 940XL BLACK - EA,OfficeMax,S1OM05041,24.83,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,24.83,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0043,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,CMP500C9720A: Cmpt LJ Black Toner C9720A - EA,"OTHER, UNDEFINED",CMP500C9720A: Cmpt LJ Black Toner C9720A - EA,Compatibles - 500 Series,CMP500C9720A,81.61,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.61,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0043,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,CMP500C9721A: Comptbl LJ Cyan Toner C9721A - EA,"OTHER, UNDEFINED",CMP500C9721A: Comptbl LJ Cyan Toner C9721A - EA,Compatibles - 500 Series,CMP500C9721A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0043,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,"OTHER, UNDEFINED",CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,Compatibles - 500 Series,CMP500C9722A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0043,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,"OTHER, UNDEFINED",CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,Compatibles - 500 Series,CMP500C9723A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0044,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,"XER106R01434: TONER,STD CAP,PHR7500,MG - EA","OTHER, UNDEFINED","XER106R01434: TONER,STD CAP,PHR7500,MG - EA",Xerox,XER106R01434,304.88,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,304.88,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0044,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,"XER106R01439: TONER,HI CAP,PHR7500,BK - EA","OTHER, UNDEFINED","XER106R01439: TONER,HI CAP,PHR7500,BK - EA",Xerox,XER106R01439,319.41,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,319.41,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0046,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/8/2013,"HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT","OTHER, UNDEFINED","HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT",HAMMERMILL/HP EVERYDAY PAPERS,HAM86700,39.02,7510,"OTHER, UNDEFINED",CT,4,DOCUMENT IMAGING DIMENSIONS INC.,156.08,OFFICE SUPPLIES,4,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0047,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,"BOSSTCRP211514: STAPLES,F/B8,.25,5M/BX - BX","OTHER, UNDEFINED","BOSSTCRP211514: STAPLES,F/B8,.25,5M/BX - BX",STANLEY BOSTITCH,BOSSTCRP211514,2.09,7510,"OTHER, UNDEFINED",BX,1,DOCUMENT IMAGING DIMENSIONS INC.,2.09,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0048,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/5/2013,CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,"OTHER, UNDEFINED",CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,Compatibles - 500 Series,CMP500C9723A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0051,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP600Q7551A: Cmpt Tnr Q7551A 6.5k Yld - EA,"OTHER, UNDEFINED",CMP600Q7551A: Cmpt Tnr Q7551A 6.5k Yld - EA,Compatibles - 600 Series,CMP600Q7551A,54.73,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,54.73,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0052,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP500C9720A: Cmpt LJ Black Toner C9720A - EA,"OTHER, UNDEFINED",CMP500C9720A: Cmpt LJ Black Toner C9720A - EA,Compatibles - 500 Series,CMP500C9720A,81.61,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.61,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0052,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,"OTHER, UNDEFINED",CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,Compatibles - 500 Series,CMP500C9722A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0053,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,"OTHER, UNDEFINED",CMP500C9722A: Cmpt LJ Yellow Toner C9722A - EA,Compatibles - 500 Series,CMP500C9722A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0053,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,"OTHER, UNDEFINED",CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,Compatibles - 500 Series,CMP500C9723A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0054,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,"NSN5567917: 7530015567917,FOLDER,DRD - BX","OTHER, UNDEFINED","NSN5567917: 7530015567917,FOLDER,DRD - BX",AbilityOne,NSN5567917,33.55,7510,"OTHER, UNDEFINED",BX,3,DOCUMENT IMAGING DIMENSIONS INC.,100.65,OFFICE SUPPLIES,3,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0055,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/7/2013,CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,"OTHER, UNDEFINED",CMP500C9723A: Cmpt LJ Mgnta Toner C9723A - EA,Compatibles - 500 Series,CMP500C9723A,81.6,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,81.6,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0064,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/20/2013,"HAM86704: PAPER,GREAT,LGL,20#RCY,WE - RM","OTHER, UNDEFINED","HAM86704: PAPER,GREAT,LGL,20#RCY,WE - RM",HAMMERMILL/HP EVERYDAY PAPERS,HAM86704,5.59,7510,"OTHER, UNDEFINED",RM,10,DOCUMENT IMAGING DIMENSIONS INC.,55.9,OFFICE SUPPLIES,10,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0066,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/20/2013,"HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT","OTHER, UNDEFINED","HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT",HAMMERMILL/HP EVERYDAY PAPERS,HAM86700,39.02,7510,"OTHER, UNDEFINED",CT,2,DOCUMENT IMAGING DIMENSIONS INC.,78.04,OFFICE SUPPLIES,2,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0067,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/20/2013,"HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT","OTHER, UNDEFINED","HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT",HAMMERMILL/HP EVERYDAY PAPERS,HAM86700,39.02,7510,"OTHER, UNDEFINED",CT,4,DOCUMENT IMAGING DIMENSIONS INC.,156.08,OFFICE SUPPLIES,4,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A-3-13-0069,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/21/2013,"AVTMBE002220: FLAG,USA,4 X 6 - EA","OTHER, UNDEFINED","AVTMBE002220: FLAG,USA,4 X 6 - EA",ADVANTUS CORPORATION,AVTMBE002220,43.02,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,43.02,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"HAM102467: PAPER,C.COPY,LTR,28#,WE - RM","OTHER, UNDEFINED","HAM102467: PAPER,C.COPY,LTR,28#,WE - RM",HAMMERMILL/HP EVERYDAY PAPERS,HAM102467,9.12,7510,"OTHER, UNDEFINED",RM,40,DOCUMENT IMAGING DIMENSIONS INC.,364.8,OFFICE SUPPLIES,40,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"HAM104620: PAPER,LASERPRNT,11X17 24# - RM","OTHER, UNDEFINED","HAM104620: PAPER,LASERPRNT,11X17 24# - RM",HAMMERMILL/HP EVERYDAY PAPERS,HAM104620,13.5,7510,"OTHER, UNDEFINED",RM,1,DOCUMENT IMAGING DIMENSIONS INC.,13.5,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"MMM65424SSTCP: PAD,NOTE 3X3 TROPICAL,AST - PK","OTHER, UNDEFINED","MMM65424SSTCP: PAD,NOTE 3X3 TROPICAL,AST - PK",3M/COMMERCIAL OFF. SUPPLY,MMM65424SSTCP,24.86,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,24.86,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"MMM6603SSUC: PAD,NTE 4X6 LINED 3PK,ULT - PK","OTHER, UNDEFINED","MMM6603SSUC: PAD,NTE 4X6 LINED 3PK,ULT - PK",3M/COMMERCIAL TAPE DIV.,MMM6603SSUC,9.58,7510,"OTHER, UNDEFINED",PK,4,DOCUMENT IMAGING DIMENSIONS INC.,38.32,OFFICE SUPPLIES,4,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"MMM6834AB: FLAG,SMALL SZE 140/PK,AST - PK","OTHER, UNDEFINED","MMM6834AB: FLAG,SMALL SZE 140/PK,AST - PK",3M/COMMERCIAL TAPE DIV.,MMM6834AB,3.62,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,3.62,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"MMM684SH: FLAG,120/DP,SIGN HERE,AST - PK","OTHER, UNDEFINED","MMM684SH: FLAG,120/DP,SIGN HERE,AST - PK",3M/COMMERCIAL TAPE DIV.,MMM684SH,3.75,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,3.75,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"MMM686LPGO: FLAG,DURABLE FILING,AST - PK","OTHER, UNDEFINED","MMM686LPGO: FLAG,DURABLE FILING,AST - PK",3M/COMMERCIAL TAPE DIV.,MMM686LPGO,5.36,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,5.36,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"NSN1614292: 7510001614292 CLIP,PAPER - BX","OTHER, UNDEFINED","NSN1614292: 7510001614292 CLIP,PAPER - BX",AbilityOne,NSN1614292,3.07,7510,"OTHER, UNDEFINED",BX,1,DOCUMENT IMAGING DIMENSIONS INC.,3.07,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"NSN2898191: 7530012898191,LBL,1X2-5/8 - BX","OTHER, UNDEFINED","NSN2898191: 7530012898191,LBL,1X2-5/8 - BX",AbilityOne,NSN2898191,26.77,7510,"OTHER, UNDEFINED",BX,2,DOCUMENT IMAGING DIMENSIONS INC.,53.54,OFFICE SUPPLIES,2,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"NSN3176140: 7520013176140 PCL.7M,BLK - DZ","OTHER, UNDEFINED","NSN3176140: 7520013176140 PCL.7M,BLK - DZ",AbilityOne,NSN3176140,27.18,7510,"OTHER, UNDEFINED",DZ,2,DOCUMENT IMAGING DIMENSIONS INC.,54.36,OFFICE SUPPLIES,2,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
DEPARTMENT OF AGRICULTURE,A2-13-0039,DEPARTMENT OF AGRICULTURE,GS-02F-XA002,OS2,2/14/2013,"NSN3176428: 7520013176428 PCL.5M,BRG - DZ","OTHER, UNDEFINED","NSN3176428: 7520013176428 PCL.5M,BRG - DZ",AbilityOne,NSN3176428,25.73,7510,"OTHER, UNDEFINED",DZ,1,DOCUMENT IMAGING DIMENSIONS INC.,25.73,OFFICE SUPPLIES,1,0,VENDOR PORTAL,OFFICE SUPPLIES,38062712
